station_id,date,precip_mm,air_temp_c,ndvi,sand_frac,clay_frac,elevation_m,sm_target
ST011,2020-07-10,0.0,21.85,0.636,0.474,0.431,391.3,0.13
ST011,2020-07-17,0.0,20.72,0.656,0.474,0.431,391.3,0.076
ST011,2020-07-24,0.0,20.84,0.62,0.474,0.431,391.3,0.0978
ST011,2020-07-31,0.0,19.78,0.617,0.474,0.431,391.3,0.0654
ST011,2020-08-07,0.0,18.73,0.635,0.474,0.431,391.3,0.0893
ST011,2020-08-14,3.75,21.34,0.606,0.474,0.431,391.3,0.0627
ST011,2020-08-21,0.0,18.23,0.609,0.474,0.431,391.3,0.0731
ST011,2020-08-28,0.0,16.18,0.596,0.474,0.431,391.3,0.0608
ST011,2020-09-04,0.0,22.33,0.645,0.474,0.431,391.3,0.0671
ST011,2020-09-11,0.0,14.47,0.548,0.474,0.431,391.3,0.0637
ST011,2020-09-18,0.0,13.13,0.568,0.474,0.431,391.3,0.068
ST011,2020-09-25,0.0,14.67,0.554,0.474,0.431,391.3,0.0647
ST011,2020-10-02,14.6,16.36,0.536,0.474,0.431,391.3,0.1094
ST011,2020-10-09,0.0,9.82,0.509,0.474,0.431,391.3,0.0628
ST011,2020-10-16,0.0,13.82,0.425,0.474,0.431,391.3,0.0673
ST011,2020-10-23,0.0,13.14,0.428,0.474,0.431,391.3,0.0663
ST011,2020-10-30,0.0,7.76,0.401,0.474,0.431,391.3,0.0575
ST011,2020-11-06,0.0,5.88,0.378,0.474,0.431,391.3,0.0686
ST011,2020-11-13,0.0,3.68,0.333,0.474,0.431,391.3,0.0513
ST011,2020-11-20,0.0,4.97,0.315,0.474,0.431,391.3,0.0577
ST011,2020-11-27,5.09,3.58,0.209,0.474,0.431,391.3,0.0728
ST011,2020-12-04,0.0,3.53,0.235,0.474,0.431,391.3,0.0642
ST011,2020-12-11,1.98,1.13,0.238,0.474,0.431,391.3,0.0634
ST011,2020-12-18,4.55,2.77,0.132,0.474,0.431,391.3,0.0824
ST011,2020-12-25,0.0,0.4,0.16,0.474,0.431,391.3,0.0633
ST012,2016-01-01,0.0,1.43,0.139,0.274,0.115,216.1,0.237
ST012,2016-01-08,0.0,3.77,0.098,0.274,0.115,216.1,0.097
ST012,2016-01-15,0.0,0.63,0.091,0.274,0.115,216.1,0.0363
ST012,2016-01-22,0.0,-1.5,0.101,0.274,0.115,216.1,0.0325
ST012,2016-01-29,3.58,0.65,0.086,0.274,0.115,216.1,0.0511
ST012,2016-02-05,0.0,-0.37,0.107,0.274,0.115,216.1,0.0384
ST012,2016-02-12,0.0,0.33,0.05,0.274,0.115,216.1,0.0368
ST012,2016-02-19,0.0,3.14,0.05,0.274,0.115,216.1,0.0341
ST012,2016-02-26,0.0,4.18,0.086,0.274,0.115,216.1,0.0393
ST012,2016-03-04,0.0,3.2,0.083,0.274,0.115,216.1,0.1528
ST012,2016-03-11,0.0,4.81,0.112,0.274,0.115,216.1,0.0616
ST012,2016-03-18,0.0,4.57,0.155,0.274,0.115,216.1,0.0289
ST012,2016-03-25,0.0,9.82,0.124,0.274,0.115,216.1,0.0287
ST012,2016-04-01,0.0,13.14,0.189,0.274,0.115,216.1,0.045
ST012,2016-04-08,0.0,10.37,0.215,0.274,0.115,216.1,0.0336
ST012,2016-04-15,0.0,11.11,0.215,0.274,0.115,216.1,0.0337
ST012,2016-04-22,0.0,9.47,0.224,0.274,0.115,216.1,0.0942
ST012,2016-04-29,0.0,13.82,0.306,0.274,0.115,216.1,0.0473
ST012,2016-05-06,0.0,16.16,0.378,0.274,0.115,216.1,0.0239
ST012,2016-05-13,14.97,14.17,0.403,0.274,0.115,216.1,0.229
ST012,2016-05-20,0.0,15.28,0.393,0.274,0.115,216.1,0.09
ST012,2016-05-27,2.03,15.56,0.442,0.274,0.115,216.1,0.0474
ST012,2016-06-03,0.0,19.81,0.483,0.274,0.115,216.1,0.033
ST012,2016-06-10,0.0,19.17,0.496,0.274,0.115,216.1,0.0458
ST012,2016-06-17,19.68,22.92,0.54,0.274,0.115,216.1,0.1647
ST012,2016-06-24,21.18,21.72,0.577,0.274,0.115,216.1,0.1473
ST012,2016-07-01,29.03,20.17,0.575,0.274,0.115,216.1,0.182
ST012,2016-07-08,3.06,22.69,0.594,0.274,0.115,216.1,0.4015
ST012,2016-07-15,2.11,20.5,0.613,0.274,0.115,216.1,0.1294
ST012,2016-07-22,0.29,24.82,0.666,0.274,0.115,216.1,0.0357
ST012,2016-07-29,10.66,20.16,0.638,0.274,0.115,216.1,0.0547
ST012,2016-08-05,0.0,20.5,0.657,0.274,0.115,216.1,0.025
ST012,2016-08-12,21.4,21.82,0.665,0.274,0.115,216.1,0.1237
ST012,2016-08-19,0.0,23.6,0.646,0.274,0.115,216.1,0.0574
ST012,2016-08-26,0.0,19.07,0.66,0.274,0.115,216.1,0.0457
ST012,2016-09-02,0.0,19.84,0.573,0.274,0.115,216.1,0.0235
ST012,2016-09-09,0.0,17.7,0.636,0.274,0.115,216.1,0.0245
ST012,2016-09-16,0.0,12.58,0.549,0.274,0.115,216.1,0.026
ST012,2016-09-23,16.59,17.42,0.558,0.274,0.115,216.1,0.1872
ST012,2016-09-30,0.0,15.11,0.524,0.274,0.115,216.1,0.1641
ST012,2016-10-07,0.0,10.93,0.465,0.274,0.115,216.1,0.0489
ST012,2016-10-14,0.0,10.15,0.486,0.274,0.115,216.1,0.0372
ST012,2016-10-21,0.0,11.37,0.445,0.274,0.115,216.1,0.0404
ST012,2016-10-28,1.73,9.03,0.41,0.274,0.115,216.1,0.02
ST012,2016-11-04,0.0,7.36,0.338,0.274,0.115,216.1,0.05
ST012,2016-11-11,0.0,5.74,0.327,0.274,0.115,216.1,0.0418
ST012,2016-11-18,0.0,7.03,0.323,0.274,0.115,216.1,0.0361
ST012,2016-11-25,0.0,4.87,0.222,0.274,0.115,216.1,0.027
ST012,2016-12-02,0.0,3.86,0.267,0.274,0.115,216.1,0.0389
ST012,2016-12-09,0.0,1.6,0.209,0.274,0.115,216.1,0.0337
ST012,2016-12-16,0.0,1.03,0.198,0.274,0.115,216.1,0.0413
ST012,2016-12-23,0.0,2.87,0.194,0.274,0.115,216.1,0.0439
ST012,2016-12-30,0.0,-1.73,0.116,0.274,0.115,216.1,0.0305
ST012,2017-01-06,0.0,0.38,0.084,0.274,0.115,216.1,0.0361
ST012,2017-01-13,0.0,-2.19,0.068,0.274,0.115,216.1,0.0445
ST012,2017-01-20,0.0,-3.2,0.088,0.274,0.115,216.1,0.0319
ST012,2017-01-27,0.0,2.06,0.05,0.274,0.115,216.1,0.0385
ST012,2017-02-03,0.0,1.68,0.05,0.274,0.115,216.1,0.0309
ST012,2017-02-10,0.0,-1.23,0.052,0.274,0.115,216.1,0.0222
ST012,2017-02-17,0.0,5.08,0.101,0.274,0.115,216.1,0.0348
ST012,2017-02-24,0.0,7.38,0.05,0.274,0.115,216.1,0.0352
ST012,2017-03-03,0.0,0.46,0.088,0.274,0.115,216.1,0.0438
ST012,2017-03-10,0.58,4.12,0.102,0.274,0.115,216.1,0.055
ST012,2017-03-17,0.0,4.25,0.189,0.274,0.115,216.1,0.0616
ST012,2017-03-24,0.0,5.22,0.101,0.274,0.115,216.1,0.1137
ST012,2017-03-31,0.0,9.32,0.157,0.274,0.115,216.1,0.0271
ST012,2017-04-07,0.0,11.91,0.146,0.274,0.115,216.1,0.033
ST012,2017-04-14,0.0,10.92,0.222,0.274,0.115,216.1,0.0384
ST012,2017-04-21,0.0,14.72,0.284,0.274,0.115,216.1,0.0316
ST012,2017-04-28,37.45,15.14,0.265,0.274,0.115,216.1,0.2421
ST012,2017-05-05,0.0,14.99,0.351,0.274,0.115,216.1,0.0716
ST012,2017-05-12,0.0,18.21,0.387,0.274,0.115,216.1,0.0498
ST012,2017-05-19,0.0,22.82,0.442,0.274,0.115,216.1,0.028
ST012,2017-05-26,0.0,22.08,0.428,0.274,0.115,216.1,0.0755
ST012,2017-06-02,0.0,22.23,0.427,0.274,0.115,216.1,0.0315
ST012,2017-06-09,0.0,20.25,0.506,0.274,0.115,216.1,0.0257
ST012,2017-06-16,0.0,21.45,0.552,0.274,0.115,216.1,0.0243
ST012,2017-06-23,0.0,16.32,0.543,0.274,0.115,216.1,0.0377
ST012,2017-06-30,0.28,24.92,0.579,0.274,0.115,216.1,0.044
ST012,2017-07-07,0.0,23.67,0.621,0.274,0.115,216.1,0.0683
ST012,2017-07-14,0.0,22.23,0.621,0.274,0.115,216.1,0.0437
ST012,2017-07-21,0.0,23.77,0.595,0.274,0.115,216.1,0.1738
ST012,2017-07-28,3.42,25.01,0.589,0.274,0.115,216.1,0.0597
ST012,2017-08-04,0.0,22.5,0.663,0.274,0.115,216.1,0.0319
ST012,2017-08-11,5.56,22.08,0.637,0.274,0.115,216.1,0.0484
ST012,2017-08-18,0.0,21.03,0.645,0.274,0.115,216.1,0.0786
ST012,2017-08-25,0.0,24.38,0.614,0.274,0.115,216.1,0.0271
ST012,2017-09-01,0.0,17.65,0.61,0.274,0.115,216.1,0.0383
ST012,2017-09-08,0.0,17.47,0.572,0.274,0.115,216.1,0.0627
ST012,2017-09-15,1.12,14.88,0.58,0.274,0.115,216.1,0.0627
ST012,2017-09-22,0.0,16.65,0.619,0.274,0.115,216.1,0.0387
ST012,2017-09-29,9.65,13.14,0.505,0.274,0.115,216.1,0.0775
ST012,2017-10-06,0.0,14.39,0.458,0.274,0.115,216.1,0.0246
ST012,2017-10-13,3.89,12.39,0.513,0.274,0.115,216.1,0.1013
ST012,2017-10-20,0.0,6.59,0.456,0.274,0.115,216.1,0.0663
ST012,2017-10-27,1.95,10.56,0.402,0.274,0.115,216.1,0.022
ST012,2017-11-03,0.0,10.5,0.376,0.274,0.115,216.1,0.02
ST012,2017-11-10,0.0,10.73,0.318,0.274,0.115,216.1,0.0343
ST012,2017-11-17,0.0,5.04,0.288,0.274,0.115,216.1,0.0318
ST012,2017-11-24,0.0,5.94,0.257,0.274,0.115,216.1,0.053
ST012,2017-12-01,0.0,4.48,0.261,0.274,0.115,216.1,0.0271
ST012,2017-12-08,0.0,0.54,0.203,0.274,0.115,216.1,0.0332
ST012,2017-12-15,0.0,4.4,0.167,0.274,0.115,216.1,0.0473
ST012,2017-12-22,0.0,1.39,0.127,0.274,0.115,216.1,0.053
ST012,2017-12-29,0.0,-0.05,0.157,0.274,0.115,216.1,0.0301
ST012,2018-01-05,0.0,-1.66,0.099,0.274,0.115,216.1,0.0438
ST012,2018-01-12,0.0,-1.05,0.122,0.274,0.115,216.1,0.0352
ST012,2018-01-19,0.0,1.34,0.075,0.274,0.115,216.1,0.036
ST012,2018-01-26,0.0,-3.31,0.06,0.274,0.115,216.1,0.0436
ST012,2018-02-02,0.0,-2.25,0.098,0.274,0.115,216.1,0.0347
ST012,2018-02-09,0.0,1.33,0.092,0.274,0.115,216.1,0.0582
ST012,2018-02-16,1.54,4.41,0.05,0.274,0.115,216.1,0.0346
ST012,2018-02-23,12.14,3.72,0.05,0.274,0.115,216.1,0.1033
ST012,2018-03-02,0.0,2.33,0.059,0.274,0.115,216.1,0.0961
ST012,2018-03-09,0.0,5.06,0.05,0.274,0.115,216.1,0.038
ST012,2018-03-16,0.0,10.71,0.14,0.274,0.115,216.1,0.0267
ST012,2018-03-23,0.0,7.81,0.159,0.274,0.115,216.1,0.062
ST012,2018-03-30,0.0,9.2,0.14,0.274,0.115,216.1,0.064
ST012,2018-04-06,0.0,17.79,0.199,0.274,0.115,216.1,0.022
ST012,2018-04-13,0.0,15.48,0.215,0.274,0.115,216.1,0.0273
ST012,2018-04-20,1.37,14.28,0.211,0.274,0.115,216.1,0.024
ST012,2018-04-27,0.0,11.15,0.304,0.274,0.115,216.1,0.128
ST012,2018-05-04,0.0,15.7,0.316,0.274,0.115,216.1,0.0995
ST012,2018-05-11,11.82,19.14,0.342,0.274,0.115,216.1,0.1609
ST012,2018-05-18,0.0,18.0,0.41,0.274,0.115,216.1,0.094
ST012,2018-05-25,0.0,15.68,0.498,0.274,0.115,216.1,0.0343
ST012,2018-06-01,0.0,16.57,0.465,0.274,0.115,216.1,0.0293
ST012,2018-06-08,0.0,18.47,0.459,0.274,0.115,216.1,0.0438
ST012,2018-06-15,11.79,21.41,0.54,0.274,0.115,216.1,0.1383
ST012,2018-06-22,19.33,20.76,0.543,0.274,0.115,216.1,0.1416
ST012,2018-06-29,0.0,18.88,0.546,0.274,0.115,216.1,0.036
ST012,2018-07-06,0.0,24.42,0.608,0.274,0.115,216.1,0.0419
ST012,2018-07-13,0.0,22.41,0.579,0.274,0.115,216.1,0.0255
ST012,2018-07-20,7.45,22.46,0.638,0.274,0.115,216.1,0.0617
ST012,2018-07-27,8.62,20.44,0.669,0.274,0.115,216.1,0.0573
ST012,2018-08-03,0.0,21.0,0.619,0.274,0.115,216.1,0.095
ST012,2018-08-10,0.0,19.8,0.586,0.274,0.115,216.1,0.0315
ST012,2018-08-17,0.0,17.42,0.676,0.274,0.115,216.1,0.0791
ST012,2018-08-24,0.0,19.9,0.599,0.274,0.115,216.1,0.0343
ST012,2018-08-31,0.0,17.13,0.599,0.274,0.115,216.1,0.0281
ST012,2018-09-07,0.83,18.48,0.622,0.274,0.115,216.1,0.02
ST012,2018-09-14,0.85,18.47,0.631,0.274,0.115,216.1,0.02
ST012,2018-09-21,0.0,14.51,0.56,0.274,0.115,216.1,0.0306
ST012,2018-09-28,4.97,16.6,0.498,0.274,0.115,216.1,0.0275
ST012,2018-10-05,0.0,16.75,0.559,0.274,0.115,216.1,0.0332
ST012,2018-10-12,0.0,9.79,0.452,0.274,0.115,216.1,0.02
ST012,2018-10-19,0.0,10.56,0.469,0.274,0.115,216.1,0.0292
ST012,2018-10-26,0.0,16.39,0.393,0.274,0.115,216.1,0.0311
ST012,2018-11-02,0.0,6.79,0.409,0.274,0.115,216.1,0.0355
ST012,2018-11-09,0.0,8.92,0.346,0.274,0.115,216.1,0.0273
ST012,2018-11-16,0.0,5.45,0.287,0.274,0.115,216.1,0.0318
ST012,2018-11-23,0.0,2.37,0.303,0.274,0.115,216.1,0.0552
ST012,2018-11-30,0.0,3.58,0.288,0.274,0.115,216.1,0.0281
ST012,2018-12-07,0.0,2.28,0.201,0.274,0.115,216.1,0.0518
ST012,2018-12-14,0.0,1.29,0.206,0.274,0.115,216.1,0.0376
ST012,2018-12-21,0.0,4.58,0.137,0.274,0.115,216.1,0.0388
ST012,2018-12-28,0.0,-2.53,0.174,0.274,0.115,216.1,0.0286
ST012,2019-01-04,0.0,2.08,0.085,0.274,0.115,216.1,0.0411
ST012,2019-01-11,0.0,1.85,0.051,0.274,0.115,216.1,0.02
ST012,2019-01-18,0.0,-0.7,0.096,0.274,0.115,216.1,0.0266
ST012,2019-01-25,0.0,-1.73,0.092,0.274,0.115,216.1,0.0415
ST012,2019-02-01,0.0,3.48,0.05,0.274,0.115,216.1,0.0386
ST012,2019-02-08,1.81,-1.41,0.06,0.274,0.115,216.1,0.1059
ST012,2019-02-15,0.0,-1.38,0.058,0.274,0.115,216.1,0.0778
ST012,2019-02-22,0.0,1.36,0.07,0.274,0.115,216.1,0.0389
ST012,2019-03-01,0.0,4.65,0.085,0.274,0.115,216.1,0.0364
ST012,2019-03-08,0.0,3.94,0.067,0.274,0.115,216.1,0.0431
ST012,2019-03-15,0.0,2.6,0.117,0.274,0.115,216.1,0.0333
ST012,2019-03-22,0.0,6.3,0.114,0.274,0.115,216.1,0.0776
ST012,2019-03-29,0.0,7.47,0.217,0.274,0.115,216.1,0.0463
ST012,2019-04-05,0.0,10.5,0.175,0.274,0.115,216.1,0.1061
ST012,2019-04-12,1.12,7.75,0.222,0.274,0.115,216.1,0.0493
ST012,2019-04-19,0.0,10.31,0.272,0.274,0.115,216.1,0.3734
ST012,2019-04-26,0.0,14.09,0.241,0.274,0.115,216.1,0.1203
ST012,2019-05-03,0.0,14.49,0.279,0.274,0.115,216.1,0.0851
ST012,2019-05-10,0.0,18.45,0.372,0.274,0.115,216.1,0.042
ST012,2019-05-17,0.0,19.94,0.371,0.274,0.115,216.1,0.0219
ST012,2019-05-24,0.0,20.81,0.425,0.274,0.115,216.1,0.0499
ST012,2019-05-31,0.0,18.82,0.464,0.274,0.115,216.1,0.2067
ST012,2019-06-07,0.0,24.06,0.551,0.274,0.115,216.1,0.0418
ST012,2019-06-14,0.0,20.83,0.519,0.274,0.115,216.1,0.0488
ST012,2019-06-21,8.08,23.63,0.568,0.274,0.115,216.1,0.3017
ST012,2019-06-28,0.0,20.27,0.557,0.274,0.115,216.1,0.0613
ST012,2019-07-05,20.09,23.89,0.551,0.274,0.115,216.1,0.1143
ST012,2019-07-12,0.0,21.64,0.703,0.274,0.115,216.1,0.0283
ST012,2019-07-19,0.0,24.24,0.601,0.274,0.115,216.1,0.0317
ST012,2019-07-26,0.0,20.2,0.61,0.274,0.115,216.1,0.0202
ST012,2019-08-02,0.0,19.71,0.642,0.274,0.115,216.1,0.0274
ST012,2019-08-09,0.0,21.79,0.643,0.274,0.115,216.1,0.0225
ST012,2019-08-16,0.0,21.77,0.601,0.274,0.115,216.1,0.0278
ST012,2019-08-23,0.0,22.22,0.658,0.274,0.115,216.1,0.0349
ST012,2019-08-30,0.0,19.58,0.673,0.274,0.115,216.1,0.0514
ST012,2019-09-06,30.93,16.95,0.586,0.274,0.115,216.1,0.1684
ST012,2019-09-13,0.0,12.29,0.628,0.274,0.115,216.1,0.0284
ST012,2019-09-20,0.0,19.62,0.601,0.274,0.115,216.1,0.0831
ST012,2019-09-27,0.0,13.84,0.572,0.274,0.115,216.1,0.0314
ST012,2019-10-04,0.0,10.08,0.48,0.274,0.115,216.1,0.0301
ST012,2019-10-11,0.0,10.2,0.491,0.274,0.115,216.1,0.0302
ST012,2019-10-18,0.0,10.86,0.462,0.274,0.115,216.1,0.0372
ST012,2019-10-25,0.0,9.08,0.4,0.274,0.115,216.1,0.02
ST012,2019-11-01,0.0,8.81,0.411,0.274,0.115,216.1,0.02
ST012,2019-11-08,0.0,8.91,0.309,0.274,0.115,216.1,0.02
ST012,2019-11-15,0.0,6.11,0.314,0.274,0.115,216.1,0.042
ST012,2019-11-22,0.0,4.8,0.33,0.274,0.115,216.1,0.0201
ST012,2019-11-29,0.0,3.32,0.275,0.274,0.115,216.1,0.0294
ST012,2019-12-06,0.0,3.19,0.173,0.274,0.115,216.1,0.0355
ST012,2019-12-13,0.0,-1.17,0.129,0.274,0.115,216.1,0.0411
ST012,2019-12-20,0.0,1.45,0.199,0.274,0.115,216.1,0.0251
ST012,2019-12-27,2.36,-0.27,0.124,0.274,0.115,216.1,0.0462
ST012,2020-01-03,0.0,2.41,0.11,0.274,0.115,216.1,0.0605
ST012,2020-01-10,0.0,0.45,0.084,0.274,0.115,216.1,0.0206
ST012,2020-01-17,0.0,-0.44,0.091,0.274,0.115,216.1,0.0388
ST012,2020-01-24,0.0,0.5,0.066,0.274,0.115,216.1,0.065
ST012,2020-01-31,0.0,1.6,0.05,0.274,0.115,216.1,0.0504
ST012,2020-02-07,0.0,0.52,0.066,0.274,0.115,216.1,0.02
ST012,2020-02-14,0.0,-1.18,0.084,0.274,0.115,216.1,0.0266
ST012,2020-02-21,0.0,3.49,0.071,0.274,0.115,216.1,0.0265
ST012,2020-02-28,0.0,3.86,0.065,0.274,0.115,216.1,0.1276
ST012,2020-03-06,0.0,10.42,0.092,0.274,0.115,216.1,0.1107
ST012,2020-03-13,0.0,4.18,0.097,0.274,0.115,216.1,0.0714
ST012,2020-03-20,0.0,8.83,0.203,0.274,0.115,216.1,0.0612
ST012,2020-03-27,0.0,10.0,0.171,0.274,0.115,216.1,0.0437
ST012,2020-04-03,0.0,12.11,0.175,0.274,0.115,216.1,0.0471
ST012,2020-04-10,0.0,14.66,0.19,0.274,0.115,216.1,0.0358
ST012,2020-04-17,0.0,7.51,0.21,0.274,0.115,216.1,0.0294
ST012,2020-04-24,0.15,10.7,0.355,0.274,0.115,216.1,0.0365
ST012,2020-05-01,0.0,13.42,0.255,0.274,0.115,216.1,0.0529
ST012,2020-05-08,0.0,14.93,0.305,0.274,0.115,216.1,0.0641
ST012,2020-05-15,0.0,20.48,0.343,0.274,0.115,216.1,0.2618
ST012,2020-05-22,0.0,17.79,0.396,0.274,0.115,216.1,0.1226
ST012,2020-05-29,0.0,19.12,0.409,0.274,0.115,216.1,0.0545
ST012,2020-06-05,0.0,17.32,0.481,0.274,0.115,216.1,0.1219
ST012,2020-06-12,0.0,14.17,0.497,0.274,0.115,216.1,0.1176
ST012,2020-06-19,24.8,23.37,0.535,0.274,0.115,216.1,0.2023
ST012,2020-06-26,0.0,20.67,0.603,0.274,0.115,216.1,0.0282
ST012,2020-07-03,0.0,19.39,0.549,0.274,0.115,216.1,0.1476
ST012,2020-07-10,0.0,25.15,0.583,0.274,0.115,216.1,0.02
ST012,2020-07-17,0.0,25.19,0.598,0.274,0.115,216.1,0.0618
ST012,2020-07-24,0.0,18.48,0.649,0.274,0.115,216.1,0.0295
ST012,2020-07-31,0.0,20.99,0.654,0.274,0.115,216.1,0.0398
ST012,2020-08-07,0.0,22.06,0.64,0.274,0.115,216.1,0.0263
ST012,2020-08-14,9.8,21.86,0.669,0.274,0.115,216.1,0.0619
ST012,2020-08-21,0.0,20.25,0.653,0.274,0.115,216.1,0.0332
ST012,2020-08-28,11.95,18.57,0.665,0.274,0.115,216.1,0.1176
ST012,2020-09-04,9.87,16.16,0.544,0.274,0.115,216.1,0.0746
ST012,2020-09-11,0.0,16.31,0.577,0.274,0.115,216.1,0.03
ST012,2020-09-18,0.0,13.51,0.575,0.274,0.115,216.1,0.0384
ST012,2020-09-25,0.0,15.45,0.524,0.274,0.115,216.1,0.0421
ST012,2020-10-02,0.0,13.25,0.539,0.274,0.115,216.1,0.0254
ST012,2020-10-09,0.0,13.47,0.501,0.274,0.115,216.1,0.0202
ST012,2020-10-16,0.0,8.99,0.469,0.274,0.115,216.1,0.0314
ST012,2020-10-23,0.0,12.12,0.38,0.274,0.115,216.1,0.0336
ST012,2020-10-30,0.0,11.58,0.428,0.274,0.115,216.1,0.0391
ST012,2020-11-06,0.0,7.51,0.364,0.274,0.115,216.1,0.0346
ST012,2020-11-13,0.0,2.08,0.32,0.274,0.115,216.1,0.0279
ST012,2020-11-20,0.0,9.77,0.322,0.274,0.115,216.1,0.0371
ST012,2020-11-27,0.0,-1.29,0.309,0.274,0.115,216.1,0.02
ST012,2020-12-04,0.0,1.94,0.197,0.274,0.115,216.1,0.0427
ST012,2020-12-11,0.0,0.89,0.25,0.274,0.115,216.1,0.02
ST012,2020-12-18,0.0,4.67,0.148,0.274,0.115,216.1,0.0294
ST012,2020-12-25,0.0,0.36,0.165,0.274,0.115,216.1,0.029
ST013,2016-01-01,10.12,-4.1,0.135,0.574,0.068,1332.2,0.2584
ST013,2016-01-08,0.0,-6.51,0.162,0.574,0.068,1332.2,0.0904
ST013,2016-01-15,0.0,-5.73,0.195,0.574,0.068,1332.2,0.0619
ST013,2016-01-22,0.0,-7.1,0.111,0.574,0.068,1332.2,0.0597
ST013,2016-01-29,0.0,-2.57,0.123,0.574,0.068,1332.2,0.02
ST013,2016-02-05,0.0,-5.98,0.086,0.574,0.068,1332.2,0.0512
ST013,2016-02-12,0.0,-3.56,0.066,0.574,0.068,1332.2,0.0415
ST013,2016-02-19,0.0,-2.62,0.108,0.574,0.068,1332.2,0.0558
ST013,2016-02-26,0.0,-0.46,0.078,0.574,0.068,1332.2,0.0257
ST013,2016-03-04,0.0,-4.22,0.197,0.574,0.068,1332.2,0.0307
ST013,2016-03-11,0.0,-0.98,0.133,0.574,0.068,1332.2,0.0399
ST013,2016-03-18,9.13,0.47,0.203,0.574,0.068,1332.2,0.1783
ST013,2016-03-25,0.0,1.16,0.204,0.574,0.068,1332.2,0.0895
ST013,2016-04-01,0.0,1.24,0.188,0.574,0.068,1332.2,0.1084
ST013,2016-04-08,1.65,-0.59,0.191,0.574,0.068,1332.2,0.0597
ST013,2016-04-15,0.0,3.8,0.294,0.574,0.068,1332.2,0.1185
ST013,2016-04-22,17.07,3.33,0.297,0.574,0.068,1332.2,0.1602
ST013,2016-04-29,0.0,8.0,0.288,0.574,0.068,1332.2,0.0615
ST013,2016-05-06,34.02,3.98,0.287,0.574,0.068,1332.2,0.2963
ST013,2016-05-13,0.0,9.09,0.352,0.574,0.068,1332.2,0.0893
ST013,2016-05-20,0.0,8.31,0.384,0.574,0.068,1332.2,0.0378
ST013,2016-05-27,0.0,11.12,0.411,0.574,0.068,1332.2,0.0757
ST013,2016-06-03,0.0,13.58,0.426,0.574,0.068,1332.2,0.1074
ST013,2016-06-10,0.0,14.15,0.496,0.574,0.068,1332.2,0.0627
ST013,2016-06-17,0.0,15.03,0.461,0.574,0.068,1332.2,0.0537
ST013,2016-06-24,1.21,15.05,0.493,0.574,0.068,1332.2,0.0311
ST013,2016-07-01,0.0,13.99,0.543,0.574,0.068,1332.2,0.0694
ST013,2016-07-08,19.44,16.05,0.533,0.574,0.068,1332.2,0.1192
ST013,2016-07-15,0.0,12.52,0.53,0.574,0.068,1332.2,0.0317
ST013,2016-07-22,0.0,11.81,0.592,0.574,0.068,1332.2,0.02
ST013,2016-07-29,18.04,20.06,0.565,0.574,0.068,1332.2,0.1315
ST013,2016-08-05,0.0,12.43,0.591,0.574,0.068,1332.2,0.0302
ST013,2016-08-12,0.0,15.45,0.507,0.574,0.068,1332.2,0.0252
ST013,2016-08-19,0.0,13.66,0.577,0.574,0.068,1332.2,0.1531
ST013,2016-08-26,0.0,12.89,0.529,0.574,0.068,1332.2,0.0225
ST013,2016-09-02,0.0,13.16,0.576,0.574,0.068,1332.2,0.0816
ST013,2016-09-09,7.11,11.72,0.533,0.574,0.068,1332.2,0.0614
ST013,2016-09-16,11.14,8.8,0.53,0.574,0.068,1332.2,0.1132
ST013,2016-09-23,0.0,5.72,0.565,0.574,0.068,1332.2,0.0277
ST013,2016-09-30,0.0,6.79,0.513,0.574,0.068,1332.2,0.0437
ST013,2016-10-07,0.0,5.71,0.467,0.574,0.068,1332.2,0.02
ST013,2016-10-14,0.0,5.21,0.423,0.574,0.068,1332.2,0.024
ST013,2016-10-21,0.0,2.45,0.404,0.574,0.068,1332.2,0.0282
ST013,2016-10-28,0.0,-1.99,0.423,0.574,0.068,1332.2,0.0227
ST013,2016-11-04,0.0,1.88,0.328,0.574,0.068,1332.2,0.0341
ST013,2016-11-11,0.31,-1.74,0.32,0.574,0.068,1332.2,0.03
ST013,2016-11-18,0.0,0.95,0.351,0.574,0.068,1332.2,0.0736
ST013,2016-11-25,0.0,-4.02,0.286,0.574,0.068,1332.2,0.0343
ST013,2016-12-02,0.0,-4.14,0.253,0.574,0.068,1332.2,0.0461
ST013,2016-12-09,0.0,-5.84,0.238,0.574,0.068,1332.2,0.0253
ST013,2016-12-16,0.0,-2.41,0.199,0.574,0.068,1332.2,0.0314
ST013,2016-12-23,0.0,-0.15,0.138,0.574,0.068,1332.2,0.029
ST013,2016-12-30,0.0,-6.88,0.172,0.574,0.068,1332.2,0.0341
ST013,2017-01-06,0.0,-4.92,0.115,0.574,0.068,1332.2,0.0313
ST013,2017-01-13,0.0,-3.73,0.179,0.574,0.068,1332.2,0.0253
ST013,2017-01-20,0.0,-7.36,0.142,0.574,0.068,1332.2,0.0374
ST013,2017-01-27,0.0,-6.37,0.099,0.574,0.068,1332.2,0.0277
ST013,2017-02-03,0.0,-5.17,0.098,0.574,0.068,1332.2,0.0332
ST013,2017-02-10,0.0,-7.93,0.087,0.574,0.068,1332.2,0.0285
ST013,2017-02-17,0.0,-6.95,0.05,0.574,0.068,1332.2,0.02
ST013,2017-02-24,0.0,-0.16,0.155,0.574,0.068,1332.2,0.0325
